timestamp,open,high,low,close,vwap,volume,count
2025-01-05 14:16:00,1.0834,1.0834,1.0834,1.0834,0.000000,0.0,0
2025-01-05 14:17:00,1.08265,1.08265,1.077169,1.077169,1.078754,2071.73973768,18
2025-01-05 14:18:00,1.077801,1.079324,1.076333,1.076333,1.077515,360.77312478,4
2025-01-05 14:19:00,1.076333,1.076333,1.076333,1.076333,0.000000,0.0,0
2025-01-05 14:20:00,1.076887,1.076887,1.076887,1.076887,1.076887,37.63572055,1
2025-01-05 14:21:00,1.077657,1.077657,1.077657,1.077657,1.077657,92.90675506,1
2025-01-05 14:22:00,1.075274,1.075844,1.075156,1.075156,1.075566,1416.34377283,8
2025-01-05 14:23:00,1.07492,1.077525,1.074523,1.077525,1.076979,463.47117227,5
2025-01-05 14:24:00,1.077744,1.077744,1.077744,1.077744,1.077744,7.4631628,1
2025-01-05 14:25:00,1.077742,1.077742,1.077742,1.077742,1.077742,111.33419184,1
2025-01-05 14:26:00,1.078,1.078,1.078,1.078,1.078000,5012.78227931,3
2025-01-05 14:27:00,1.077149,1.077149,1.075623,1.075623,1.076515,4939.40476773,5
2025-01-05 14:28:00,1.075623,1.075623,1.075623,1.075623,0.000000,0.0,0
2025-01-05 14:29:00,1.075623,1.075623,1.075623,1.075623,0.000000,0.0,0
2025-01-05 14:30:00,1.073857,1.073857,1.073019,1.073019,1.073543,319.01214377,6
2025-01-05 14:31:00,1.073019,1.073019,1.073019,1.073019,0.000000,0.0,0
2025-01-05 14:32:00,1.073019,1.073019,1.073019,1.073019,0.000000,0.0,0
2025-01-05 14:33:00,1.073019,1.073019,1.073019,1.073019,0.000000,0.0,0
2025-01-05 14:34:00,1.073019,1.073019,1.073019,1.073019,0.000000,0.0,0
2025-01-05 14:35:00,1.073019,1.073019,1.073019,1.073019,0.000000,0.0,0
2025-01-05 14:36:00,1.073019,1.073019,1.073019,1.073019,0.000000,0.0,0
2025-01-05 14:37:00,1.08328,1.0834,1.08328,1.0834,1.083357,769.56179361,2
2025-01-05 14:38:00,1.0834,1.0834,1.0834,1.0834,0.000000,0.0,0
2025-01-05 14:39:00,1.0834,1.0834,1.0834,1.0834,0.000000,0.0,0
2025-01-05 14:40:00,1.084045,1.084045,1.084045,1.084045,1.084045,179.9209018,1
2025-01-05 14:41:00,1.084045,1.084045,1.084045,1.084045,0.000000,0.0,0
2025-01-05 14:42:00,1.084045,1.084045,1.084045,1.084045,0.000000,0.0,0
2025-01-05 14:43:00,1.084045,1.084045,1.084045,1.084045,0.000000,0.0,0
2025-01-05 14:44:00,1.083226,1.083226,1.083226,1.083226,1.083226,282.54366786,1
2025-01-05 14:45:00,1.084951,1.08625,1.084951,1.08625,1.085422,23.65925477,2
2025-01-05 14:46:00,1.086344,1.092842,1.086344,1.092842,1.090610,1890.05903974,15
2025-01-05 14:47:00,1.093676,1.094654,1.093676,1.094654,1.094026,3734.69103563,7
2025-01-05 14:48:00,1.095337,1.097175,1.095337,1.097175,1.096475,137.91386691,6
2025-01-05 14:49:00,1.097237,1.098565,1.097237,1.098565,1.098004,401.68115177,9
2025-01-05 14:50:00,1.09866,1.10061,1.09866,1.10061,1.099920,1175.673627,11
2025-01-05 14:51:00,1.101152,1.10281,1.097296,1.097296,1.101936,8988.01939351,13
2025-01-05 14:52:00,1.0987,1.0987,1.0987,1.0987,1.098700,7.57556725,1
2025-01-05 14:53:00,1.099967,1.099967,1.099967,1.099967,1.099967,27.58044753,1
2025-01-05 14:54:00,1.099967,1.099967,1.099967,1.099967,0.000000,0.0,0
2025-01-05 14:55:00,1.099967,1.099967,1.099967,1.099967,0.000000,0.0,0
2025-01-05 14:56:00,1.097153,1.097153,1.097153,1.097153,1.097153,14.58319852,1
2025-01-05 14:57:00,1.093759,1.093759,1.093759,1.093759,1.093759,44.86095396,1
2025-01-05 14:58:00,1.093867,1.094568,1.093866,1.094568,1.093878,5092.90675506,3
2025-01-05 14:59:00,1.094568,1.094568,1.094568,1.094568,0.000000,0.0,0
2025-01-05 15:00:00,1.095581,1.095581,1.095581,1.095581,1.095581,45.6801222,1
2025-01-05 15:01:00,1.095581,1.095581,1.095581,1.095581,0.000000,0.0,0
2025-01-05 15:02:00,1.0917,1.0917,1.0917,1.0917,1.091700,500.0,1
2025-01-05 15:03:00,1.092854,1.093576,1.092854,1.093576,1.093485,5243.06803691,4
2025-01-05 15:04:00,1.093576,1.093576,1.093576,1.093576,0.000000,0.0,0
2025-01-05 15:05:00,1.093576,1.093576,1.093576,1.093576,0.000000,0.0,0
2025-01-05 15:06:00,1.098555,1.098555,1.098555,1.098555,1.098555,19.435185,1
2025-01-05 15:07:00,1.09842,1.09842,1.095332,1.095332,1.095975,6272.12079298,6
2025-01-05 15:08:00,1.095332,1.095332,1.095332,1.095332,0.000000,0.0,0
2025-01-05 15:09:00,1.093046,1.093047,1.093046,1.093047,1.093046,4000.0,3
2025-01-05 15:10:00,1.093047,1.093047,1.093047,1.093047,0.000000,0.0,0
2025-01-05 15:11:00,1.093047,1.093047,1.093047,1.093047,0.000000,0.0,0
2025-01-05 15:12:00,1.093023,1.093023,1.093023,1.093023,1.093023,77.76597565,1
2025-01-05 15:13:00,1.091667,1.091667,1.088956,1.088956,1.089293,191.9317644,3
2025-01-05 15:14:00,1.088956,1.088956,1.088956,1.088956,1.088956,160.24274201,1
2025-01-05 15:15:00,1.088427,1.088427,1.086344,1.086344,1.088046,309.69383402,7
2025-01-05 15:16:00,1.086195,1.086195,1.085333,1.085333,1.085336,3900.96291865,3
2025-01-05 15:17:00,1.085328,1.085328,1.084867,1.084867,1.084887,908.95018639,4
2025-01-05 15:18:00,1.084463,1.086833,1.084463,1.086827,1.086811,1026.6315432,3
2025-01-05 15:19:00,1.086827,1.086827,1.086827,1.086827,0.000000,0.0,0
2025-01-05 15:20:00,1.085755,1.085755,1.085755,1.085755,1.085755,37.13549009,1
2025-01-05 15:21:00,1.084077,1.084077,1.084045,1.084045,1.084075,5426.27621142,5
2025-01-05 15:22:00,1.0834,1.0834,1.08326,1.08326,1.083387,549.08004756,3
2025-01-05 15:23:00,1.08326,1.08326,1.08326,1.08326,0.000000,0.0,0
2025-01-05 15:24:00,1.08326,1.08326,1.08326,1.08326,0.000000,0.0,0
2025-01-05 15:25:00,1.088607,1.088608,1.088607,1.088608,1.088607,1836.95719063,2
