timestamp,open,high,low,close,vwap,volume,count
2025-01-05 01:20:00,3647.01,3647.6,3646.98,3646.98,3647.25,116.52774468,14
2025-01-05 01:21:00,3647.61,3648.0,3647.61,3648.0,3647.96,0.08232063,9
2025-01-05 01:22:00,3648.3,3648.32,3646.77,3646.77,3646.77,2.00345218,4
2025-01-05 01:23:00,3645.25,3646.83,3645.15,3646.73,3646.61,23.55149195,10
2025-01-05 01:24:00,3646.28,3646.29,3645.86,3645.86,3646.02,23.95335083,10
2025-01-05 01:25:00,3645.44,3645.74,3644.86,3645.74,3645.46,0.11831862,3
2025-01-05 01:26:00,3646.31,3646.75,3646.31,3646.75,3646.32,0.10950966,2
2025-01-05 01:27:00,3646.75,3646.75,3646.75,3646.75,0.0,0.0,0
2025-01-05 01:28:00,3643.75,3644.19,3643.75,3644.19,3643.92,0.50097412,4
2025-01-05 01:29:00,3643.42,3643.43,3643.42,3643.43,3643.42,0.5699958,3
2025-01-05 01:30:00,3643.43,3643.43,3642.38,3642.38,3643.25,0.02721082,7
2025-01-05 01:31:00,3642.38,3642.38,3638.28,3638.28,3639.59,0.60095207,15
2025-01-05 01:32:00,3638.25,3638.25,3637.64,3637.64,3638.24,0.57499865,7
2025-01-05 01:33:00,3638.67,3639.3,3638.67,3638.69,3638.73,0.14774456,4
2025-01-05 01:34:00,3638.69,3638.69,3638.68,3638.68,3638.68,0.02342576,3
2025-01-05 01:35:00,3638.68,3638.68,3638.68,3638.68,3638.68,0.01,1
2025-01-05 01:36:00,3638.68,3638.68,3633.9,3634.51,3636.72,3.09149402,22
2025-01-05 01:37:00,3636.01,3636.04,3633.74,3633.74,3635.39,4.55311313,7
2025-01-05 01:38:00,3633.58,3634.87,3633.29,3634.87,3633.56,0.05093063,7
2025-01-05 01:39:00,3635.65,3635.65,3635.26,3635.33,3635.48,0.02572619,3
2025-01-05 01:40:00,3634.77,3634.77,3633.51,3633.65,3634.76,10.04658921,10
2025-01-05 01:41:00,3634.54,3636.37,3634.54,3636.18,3636.1,0.20025984,7
2025-01-05 01:42:00,3636.19,3636.19,3636.18,3636.18,3636.18,47.46822368,4
2025-01-05 01:43:00,3635.64,3636.37,3635.64,3636.37,3636.36,23.32555985,10
2025-01-05 01:44:00,3636.38,3636.38,3636.38,3636.38,3636.38,0.00135467,1
2025-01-05 01:45:00,3636.37,3636.95,3636.37,3636.95,3636.37,1.15937068,4
2025-01-05 01:46:00,3636.94,3636.95,3636.94,3636.95,3636.94,0.50243026,2
2025-01-05 01:47:00,3636.95,3636.95,3634.86,3634.86,3636.32,3.01038702,10
2025-01-05 01:48:00,3634.55,3634.55,3634.55,3634.55,3634.55,0.02847943,1
2025-01-05 01:49:00,3634.54,3634.54,3633.05,3633.34,3633.35,6.84356922,9
2025-01-05 01:50:00,3632.78,3632.95,3631.82,3632.95,3631.82,5.40036171,6
2025-01-05 01:51:00,3631.5,3631.5,3631.26,3631.26,3631.46,5.38609922,6
2025-01-05 01:52:00,3633.8,3634.13,3633.79,3634.12,3634.04,0.03608782,4
2025-01-05 01:53:00,3634.12,3634.12,3631.67,3631.78,3631.82,6.18646807,8
2025-01-05 01:54:00,3631.79,3632.37,3631.79,3632.37,3632.22,0.13765654,2
2025-01-05 01:55:00,3632.67,3632.77,3632.33,3632.33,3632.59,10.06261179,6
2025-01-05 01:56:00,3632.32,3633.1,3631.72,3633.1,3632.06,0.26606804,7
2025-01-05 01:57:00,3633.96,3635.43,3633.86,3635.43,3633.92,0.11782653,4
2025-01-05 01:58:00,3635.43,3636.39,3635.43,3636.39,3635.99,0.17919108,13
2025-01-05 01:59:00,3635.75,3635.98,3635.75,3635.98,3635.79,0.2487425,3
2025-01-05 02:00:00,3635.81,3636.39,3635.71,3636.38,3635.82,4.66971645,16
2025-01-05 02:01:00,3636.39,3638.62,3636.39,3638.62,3637.79,0.16782914,14
2025-01-05 02:02:00,3638.95,3638.96,3636.7,3636.7,3638.94,3.03095236,7
2025-01-05 02:03:00,3637.25,3637.25,3637.25,3637.25,3637.25,0.00494888,1
2025-01-05 02:04:00,3636.88,3636.88,3636.88,3636.88,3636.88,0.77927981,4
2025-01-05 02:05:00,3636.87,3636.88,3636.87,3636.88,3636.87,0.04347955,2
2025-01-05 02:06:00,3636.88,3636.88,3636.88,3636.88,3636.88,0.02820026,2
2025-01-05 02:07:00,3636.88,3636.88,3636.88,3636.88,3636.88,0.10714123,3
2025-01-05 02:08:00,3636.99,3638.88,3636.99,3638.88,3637.36,0.12216623,7
2025-01-05 02:09:00,3639.06,3639.59,3639.06,3639.59,3639.42,0.09872215,10
2025-01-05 02:10:00,3639.58,3639.58,3639.58,3639.58,3639.58,0.05299249,10
2025-01-05 02:11:00,3639.59,3641.5,3639.59,3641.5,3641.38,2.50437,16
2025-01-05 02:12:00,3640.72,3641.08,3640.37,3640.54,3640.6,43.58135238,9
2025-01-05 02:13:00,3639.36,3639.36,3638.71,3638.87,3639.21,0.71638759,7
2025-01-05 02:14:00,3640.35,3640.8,3640.35,3640.8,3640.79,21.088276,4
