timestamp,open,high,low,close,vwap,volume,count
2024-12-29 01:30:00,192.54,192.68,192.27,192.36,192.36,501.12993996,122
2024-12-29 01:45:00,192.43,192.56,192.24,192.27,192.37,188.33702781,68
2024-12-29 02:00:00,192.25,192.58,192.2,192.58,192.24,632.85465774,116
2024-12-29 02:15:00,192.5,192.89,192.39,192.79,192.66,224.51830091,130
2024-12-29 02:30:00,192.82,193.91,192.82,193.73,193.28,320.23809303,190
2024-12-29 02:45:00,193.75,193.83,193.33,193.35,193.67,395.75051511,112
2024-12-29 03:00:00,193.35,193.35,192.99,193.19,193.24,101.4967976,87
2024-12-29 03:15:00,193.1,193.98,193.02,193.98,193.24,294.55141089,176
2024-12-29 03:30:00,193.91,194.2,193.91,194.06,194.06,258.52792737,143
2024-12-29 03:45:00,194.08,194.56,193.95,194.45,194.37,695.75539699,168
2024-12-29 04:00:00,194.46,194.5,194.0,194.17,194.17,72.9846504,72
2024-12-29 04:15:00,194.17,194.26,194.06,194.06,194.17,93.73772308,48
2024-12-29 04:30:00,194.05,194.33,194.0,194.05,194.03,1175.25872447,114
2024-12-29 04:45:00,194.04,194.16,193.9,193.99,194.06,857.76934997,168
2024-12-29 05:00:00,194.0,194.16,193.74,194.1,193.9,146.96574231,111
2024-12-29 05:15:00,194.07,194.16,194.03,194.16,194.07,347.52459783,65
2024-12-29 05:30:00,194.16,194.8,194.15,194.54,194.58,624.7986331,184
2024-12-29 05:45:00,194.49,194.94,194.48,194.94,194.7,101.07688712,102
2024-12-29 06:00:00,194.94,194.94,194.23,194.4,194.61,321.88847089,72
2024-12-29 06:15:00,194.34,195.13,194.28,195.13,194.43,774.26919158,151
2024-12-29 06:30:00,195.13,195.7,195.01,195.01,195.52,1360.57825598,200
2024-12-29 06:45:00,195.02,195.78,194.95,195.78,195.39,770.56400706,210
2024-12-29 07:00:00,195.81,196.9,195.79,196.2,196.0,3438.77483157,362
2024-12-29 07:15:00,196.17,196.17,195.65,195.66,195.98,597.29364533,111
2024-12-29 07:30:00,195.66,195.67,195.34,195.49,195.41,179.3029011,104
2024-12-29 07:45:00,195.49,195.88,195.49,195.87,195.67,871.77641361,211
2024-12-29 08:00:00,195.86,195.87,195.04,195.16,195.61,297.83642246,70
2024-12-29 08:15:00,195.05,195.26,194.82,195.07,194.97,360.27572199,103
2024-12-29 08:30:00,195.07,195.23,195.06,195.23,195.08,119.84245057,58
2024-12-29 08:45:00,195.19,195.19,194.92,194.98,195.03,155.93257778,53
2024-12-29 09:00:00,194.99,195.15,194.61,194.82,194.83,875.53511767,93
2024-12-29 09:15:00,194.9,195.9,194.8,195.9,195.14,1094.22204209,289
